"Path","LineNumber","Pattern","Line"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\overview-cards.tsx","21","bg-\[[^\]]+\]","            <div className=""absolute inset-0 bg-[url('https://images.unsplash.com/photo-1451187580459-43490279c0fa?ixlib=rb-4.0.3&auto=format&fit=crop&w=1000&q=80')] bg-cover bg-center opacity-40 mix-blend-lighten grayscale group-hover:grayscale-0 transition-all duration-700""></div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\overview-cards.tsx","122","text-\[[^\]]+\]","                <div className=""text-[10px] text-muted-foreground mt-1 text-right"">70% Capacity</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\overview-cards.tsx","138","text-\[[^\]]+\]","                    <span className=""text-[10px] text-muted-foreground font-mono"">2m ago</span>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\overview-cards.tsx","141","text-\[[^\]]+\]","                    <div className=""w-6 h-6 rounded-full bg-blue-500/10 border border-blue-500/20 flex items-center justify-center text-[10px] text-blue-400 font-mono"">SYS</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\overview-cards.tsx","145","text-\[[^\]]+\]","                    <span className=""text-[10px] text-muted-foreground font-mono"">5m ago</span>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\overview-client.tsx","142","text-\[[^\]]+\]","                                            <div className=""text-[10px] text-muted-foreground"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\overview-client.tsx","231","text-\[[^\]]+\]","                <div className=""text-[10px] text-muted-foreground mt-1"">{subtitle}</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\overview-client.tsx","254","text-\[[^\]]+\]","            <div className=""text-[10px] text-muted-foreground uppercase tracking-wider"">{label}</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\v2-header.tsx","24","text-\[[^\]]+\]","                        <span className=""text-[9px] border border-border rounded px-1 py-0.5 text-muted-foreground font-mono flex items-center justify-center"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\v2-header.tsx","27","text-\[[^\]]+\]","                        <span className=""text-[9px] border border-border rounded px-1 py-0.5 text-muted-foreground font-mono"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\v2-sidebar.tsx","50","text-\[[^\]]+\]","                <span className=""ml-auto text-[9px] bg-muted text-muted-foreground px-1.5 py-0.5 rounded border border-border group-hover:border-primary/40 transition-colors"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\v2-sidebar.tsx","83","text-\[[^\]]+\]","                        <span className=""text-[9px] text-muted-foreground font-mono mt-0.5 tracking-widest"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\v2-sidebar.tsx","94","text-\[[^\]]+\]","                    <h3 className=""px-3 text-[10px] uppercase tracking-widest text-muted-foreground font-bold mb-2"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\v2-sidebar.tsx","113","text-\[[^\]]+\]","                    <h3 className=""px-3 text-[10px] uppercase tracking-widest text-muted-foreground font-bold mb-2"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\v2-sidebar.tsx","165","text-\[[^\]]+\]","                    <h3 className=""px-3 text-[10px] uppercase tracking-widest text-muted-foreground font-bold mb-2"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\v2-sidebar.tsx","188","text-\[[^\]]+\]","                    <h3 className=""px-3 text-[10px] uppercase tracking-widest text-muted-foreground font-bold mb-2"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\_components\v2-sidebar.tsx","234","text-\[[^\]]+\]","                        <span className=""text-[10px] text-muted-foreground truncate"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\analytics\_components\analytics-client.tsx","59","text-white","                    color=""text-white"" "
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\analytics\_components\analytics-client.tsx","119","text-\[[^\]]+\]","                                        <div className=""absolute -top-8 left-1/2 -translate-x-1/2 hidden group-hover:block bg-card border border-border px-2 py-1 rounded text-[10px] text-foreground whitespace-nowrap z-10"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\analytics\_components\analytics-client.tsx","129","text-\[[^\]]+\]","                    <div className=""flex justify-between text-[10px] text-muted-foreground mt-2"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\analytics\_components\analytics-client.tsx","152","text-\[[^\]]+\]","                                        <div className=""absolute -top-8 left-1/2 -translate-x-1/2 hidden group-hover:block bg-card border border-border px-2 py-1 rounded text-[10px] text-foreground whitespace-nowrap z-10"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\analytics\_components\analytics-client.tsx","162","text-\[[^\]]+\]","                    <div className=""flex justify-between text-[10px] text-muted-foreground mt-2"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\analytics\_components\analytics-client.tsx","220","text-\[[^\]]+\]","            <div className=""text-[10px] text-muted-foreground uppercase tracking-wider mt-1"">{label}</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\analytics\_components\analytics-client.tsx","261","text-\[[^\]]+\]","            <div className=""flex justify-between text-[10px] text-muted-foreground mt-1"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\customers\_components\customers-client.tsx","99","text-white","                <StatCard label=""Total Customers"" value={stats.total} color=""text-white"" />"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\customers\_components\customers-client.tsx","233","text-\[[^\]]+\]","            <div className=""text-[10px] text-muted-foreground uppercase tracking-wider mt-1"">{label}</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\exceptions\_components\exceptions-client.tsx","87","text-\[[^\]]+\]","                            <div className=""text-[10px] text-muted-foreground uppercase"">Failed Deliveries</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\exceptions\_components\exceptions-client.tsx","98","text-\[[^\]]+\]","                            <div className=""text-[10px] text-muted-foreground uppercase"">Delayed Shipments</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\exceptions\_components\exceptions-client.tsx","109","text-\[[^\]]+\]","                            <div className=""text-[10px] text-muted-foreground uppercase"">Total Exceptions</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\exceptions\_components\exceptions-client.tsx","149","text-\[[^\]]+\]","                                            ""text-[10px] font-mono px-1 rounded"","
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\exceptions\_components\exceptions-client.tsx","156","text-\[[^\]]+\]","                                            ""text-[10px]"","
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\exceptions\_components\exceptions-client.tsx","206","text-\[[^\]]+\]","                                    <div className=""text-[10px] uppercase text-muted-foreground font-bold tracking-wider mb-1"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\exceptions\_components\exceptions-client.tsx","213","text-\[[^\]]+\]","                                    <div className=""text-[10px] uppercase text-muted-foreground font-bold tracking-wider mb-1"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\exceptions\_components\exceptions-client.tsx","225","text-\[[^\]]+\]","                                <div className=""text-[10px] uppercase text-muted-foreground font-bold tracking-wider mb-2"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\inventory\_components\inventory-client.tsx","140","text-white","                    color=""text-white"""
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\inventory\_components\inventory-client.tsx","221","text-\[[^\]]+\]","                    ""text-[10px] px-2 py-1 rounded capitalize"","
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\inventory\_components\inventory-client.tsx","239","text-\[[^\]]+\]","                    <span className=""text-primary text-[10px]"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\inventory\_components\inventory-client.tsx","243","text-\[[^\]]+\]","                    <span className=""text-amber-400 text-[10px]"">Not in manifest</span>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\inventory\_components\inventory-client.tsx","274","text-\[[^\]]+\]","                    <div className=""text-[10px] text-muted-foreground uppercase tracking-wider"">{label}</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\invoices\_components\invoices-client.tsx","337","text-\[[^\]]+\]","                ""text-[9px] px-1.5 py-0.5 rounded border"","
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\invoices\_components\invoices-client.tsx","358","bg-white","        <div className=""bg-white rounded-lg shadow-2xl p-8 text-zinc-900"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\manifests\_components\manifests-client.tsx","182","text-\[[^\]]+\]","                        <span className=""text-[10px] font-mono bg-muted px-2 py-0.5 rounded text-muted-foreground"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\manifests\_components\manifests-client.tsx","210","text-\[[^\]]+\]","                        <span className=""text-[10px] font-mono bg-muted px-2 py-0.5 rounded text-muted-foreground"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\manifests\_components\manifests-client.tsx","238","text-\[[^\]]+\]","                        <span className=""text-[10px] font-mono bg-amber-500/10 px-2 py-0.5 rounded text-amber-400"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\manifests\_components\manifests-client.tsx","266","text-\[[^\]]+\]","                        <span className=""text-[10px] font-mono bg-primary/10 px-2 py-0.5 rounded text-primary"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\manifests\_components\manifests-client.tsx","317","text-\[[^\]]+\]","                    ""font-mono text-[10px] px-1.5 py-0.5 rounded border"","
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\manifests\_components\manifests-client.tsx","351","text-\[[^\]]+\]","            <div className=""flex gap-3 text-[10px] text-muted-foreground border-t border-border pt-2 mt-2"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\manifests\_components\manifests-client.tsx","365","text-\[[^\]]+\]","                <span className=""text-[10px] text-muted-foreground"">{status.label}</span>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\manifests\_components\manifests-client.tsx","385","text-\[[^\]]+\]","                <span className=""font-mono text-[10px] text-muted-foreground bg-muted px-1.5 py-0.5 rounded border border-border"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\manifests\_components\manifests-client.tsx","412","text-\[[^\]]+\]","            <div className=""text-[10px] text-muted-foreground"">{shipment.consignee_city || ""—""}</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\manifests\_components\manifests-client.tsx","414","text-\[[^\]]+\]","            <div className=""flex gap-3 text-[10px] text-muted-foreground border-t border-border pt-2 mt-2"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\payments\_components\payments-client.tsx","167","text-\[[^\]]+\]","                                                <div className=""text-[10px] text-muted-foreground"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\payments\_components\payments-client.tsx","235","text-\[[^\]]+\]","                                                <div className=""text-[10px] text-muted-foreground"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\routes\_components\routes-client.tsx","93","text-\[[^\]]+\]","                        <span className=""text-[10px] text-muted-foreground ml-auto"">{manifests.length}</span>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\routes\_components\routes-client.tsx","118","text-\[[^\]]+\]","                                            ""text-[10px] px-1.5 py-0.5 rounded"","
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\routes\_components\routes-client.tsx","132","text-\[[^\]]+\]","                                        <div className=""text-[10px] text-muted-foreground mt-1"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\routes\_components\routes-client.tsx","155","text-\[[^\]]+\]","                                <div className=""text-[10px] text-muted-foreground uppercase font-semibold"">Origin</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\routes\_components\routes-client.tsx","158","text-\[[^\]]+\]","                                    <div className=""text-[10px] font-mono text-muted-foreground mt-0.5"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\routes\_components\routes-client.tsx","166","text-\[[^\]]+\]","                                <div className=""text-[10px] text-muted-foreground uppercase font-semibold"">In Transit</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\routes\_components\routes-client.tsx","168","text-\[[^\]]+\]","                                <div className=""text-[10px] font-mono text-primary mt-0.5"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\routes\_components\routes-client.tsx","175","text-\[[^\]]+\]","                                <div className=""text-[10px] text-muted-foreground uppercase font-semibold"">Destination</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\routes\_components\routes-client.tsx","178","text-\[[^\]]+\]","                                    <div className=""text-[10px] font-mono text-muted-foreground mt-0.5"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\scanning\_components\scanner-client.tsx","195","text-white","                                            ? `${config.color} text-white shadow-lg`"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\scanning\_components\scanner-client.tsx","323","text-\[[^\]]+\]","                                    <span className=""text-[10px] text-muted-foreground"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\scanning\_components\scanner-client.tsx","328","text-\[[^\]]+\]","                                    <span className=""text-[10px] text-muted-foreground"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\scanning\_components\scanner-client.tsx","331","text-\[[^\]]+\]","                                    <span className=""text-[10px] px-1.5 py-0.5 rounded bg-muted text-muted-foreground"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\settings\_components\settings-client.tsx","147","text-\[[^\]]+\]","                            <p className=""text-[10px] text-muted-foreground"">Contact admin to change email</p>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\shipments\_components\shipments-table-client.tsx","212","text-\[[^\]]+\]","                        <tr className=""bg-muted text-[10px] uppercase text-muted-foreground tracking-wider"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\shipments\_components\shipments-table-client.tsx","240","text-\[[^\]]+\]","                                            <div className=""text-[10px] text-muted-foreground mt-0.5"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\shipments\_components\shipments-table-client.tsx","248","text-\[[^\]]+\]","                                            <div className=""text-[10px] text-muted-foreground"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\shipments\_components\shipments-table-client.tsx","263","text-\[[^\]]+\]","                                            <div className=""text-[10px] text-muted-foreground uppercase"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\shipments\_components\shipments-table-client.tsx","269","text-\[[^\]]+\]","                                                ""px-2 py-1 rounded-full border text-[10px] font-medium flex w-fit items-center gap-1"","
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\shipments\_components\shipments-table-client.tsx","282","text-\[[^\]]+\]","                                                <span className=""text-[10px] text-muted-foreground"">Not assigned</span>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\tracking\_components\tracking-client.tsx","285","text-\[[^\]]+\]","                                                        <div className=""text-[10px] text-muted-foreground mt-1"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\tracking\_components\tracking-client.tsx","289","text-\[[^\]]+\]","                                                    <div className=""text-[10px] text-muted-foreground mt-1"">"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\tracking\_components\tracking-client.tsx","327","text-\[[^\]]+\]","            <div className=""text-[10px] text-muted-foreground uppercase tracking-wider mt-1"">{label}</div>"
"C:\tac-saas\tac-cargo\app\(dashboard)\dashboard\page.tsx","106","text-white","                            <h1 className=""text-3xl font-semibold text-white tracking-tight"">"
"C:\tac-saas\tac-cargo\app\login\page.tsx","114","text-white","              <div className=""text-2xl font-bold tracking-tight text-white"">"
"C:\tac-saas\tac-cargo\app\login\page.tsx","216","text-\[[^\]]+\]","                  className=""text-muted-foreground font-mono text-[10px] tracking-widest uppercase"""
"C:\tac-saas\tac-cargo\app\login\page.tsx","240","text-\[[^\]]+\]","                    className=""text-muted-foreground font-mono text-[10px] tracking-widest uppercase"""
"C:\tac-saas\tac-cargo\app\login\page.tsx","314","text-\[[^\]]+\]","            <div className=""text-muted-foreground/60 flex items-center justify-center gap-2 font-mono text-[10px] tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\app\track\[awb]\page.tsx","124","text-white","          <h1 className=""mb-2 text-xl font-semibold text-white"">"
"C:\tac-saas\tac-cargo\app\track\[awb]\page.tsx","149","text-white","    <div className=""min-h-screen bg-zinc-950 text-white"">"
"C:\tac-saas\tac-cargo\app\track\[awb]\page.tsx","157","text-white","            className=""flex items-center gap-2 text-sm text-zinc-400 transition-colors hover:text-white"""
"C:\tac-saas\tac-cargo\app\not-found.tsx","21","bg-\[[^\]]+\]","      <div className=""absolute inset-0 -z-10 bg-[linear-gradient(to_right,rgba(255,255,255,0.02)_1px,transparent_1px),linear-gradient(to_bottom,rgba(255,255,255,0.02)_1px,transparent_1px)] [mask-image:linear-gradient(to_bottom,black_40%,transparent_100%)] bg-[size:40px_40px]"" />"
"C:\tac-saas\tac-cargo\app\not-found.tsx","33","text-\[[^\]]+\]","            <span className=""text-muted-foreground mt-[2px] font-mono text-[9px] tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\app\not-found.tsx","52","text-\[[^\]]+\]","            <span className=""text-muted-foreground block font-mono text-[10px] tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\app\not-found.tsx","101","text-\[[^\]]+\]","        <p className=""text-muted-foreground text-center font-mono text-[10px] tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\analytics\cost-analysis-table.tsx","16","text-white","        <h3 className=""flex items-center gap-2 text-sm font-bold tracking-wider text-white uppercase"">"
"C:\tac-saas\tac-cargo\components\analytics\cost-analysis-table.tsx","20","text-\[[^\]]+\]","        <button className=""text-primary hover:text-primary/80 bg-primary/10 border-primary/20 rounded-full border px-3 py-1 text-[10px] font-bold uppercase transition-colors"">"
"C:\tac-saas\tac-cargo\components\analytics\cost-analysis-table.tsx","27","text-\[[^\]]+\]","        <div className=""text-muted-foreground mb-1 grid grid-cols-4 border-b border-white/5 px-3 pb-2 text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\analytics\cost-analysis-table.tsx","37","bg-white","            className=""group grid cursor-pointer grid-cols-4 items-center rounded-xl border border-transparent px-3 py-3 text-sm transition-colors hover:border-white/5 hover:bg-white/5"""
"C:\tac-saas\tac-cargo\components\analytics\cost-analysis-table.tsx","41","text-white","              <span className=""font-mono text-xs text-white"">{route.id}</span>"
"C:\tac-saas\tac-cargo\components\analytics\cost-analysis-table.tsx","46","text-white","            <div className=""group-hover:text-primary text-right font-mono text-xs font-bold text-white transition-colors"">"
"C:\tac-saas\tac-cargo\components\analytics\insight-widget.tsx","8","bg-\[[^\]]+\]","      <div className=""absolute inset-0 bg-[url('https://grainy-gradients.vercel.app/noise.svg')] opacity-20 mix-blend-overlay""></div>"
"C:\tac-saas\tac-cargo\components\analytics\insight-widget.tsx","9","bg-white","      <div className=""absolute top-0 right-0 translate-x-10 -translate-y-10 transform rounded-full bg-white/20 p-32 blur-3xl""></div>"
"C:\tac-saas\tac-cargo\components\analytics\insight-widget.tsx","12","text-\[[^\]]+\]","        <div className=""mb-3 flex items-center gap-2 self-start rounded border border-white/20 bg-black/10 px-2 py-1 text-[10px] font-bold tracking-widest text-white/90 uppercase backdrop-blur-md"">"
"C:\tac-saas\tac-cargo\components\analytics\insight-widget.tsx","15","text-white","        <div className=""font-display pr-4 text-2xl leading-tight font-bold text-white"">"
"C:\tac-saas\tac-cargo\components\analytics\insight-widget.tsx","20","bg-white","      <button className=""text-primary-foreground relative z-10 w-full rounded-xl bg-white/90 py-3 text-sm font-bold shadow-lg transition-all hover:scale-[1.02] hover:bg-white hover:shadow-xl active:scale-[0.98]"">"
"C:\tac-saas\tac-cargo\components\analytics\kpi-grid.tsx","21","text-\[[^\]]+\]","          <span className=""flex items-center gap-1 rounded border border-emerald-500/20 bg-emerald-500/10 px-2 py-1 text-[10px] font-bold tracking-wider text-emerald-400 uppercase backdrop-blur-sm"">"
"C:\tac-saas\tac-cargo\components\analytics\kpi-grid.tsx","26","text-\[[^\]]+\]","          <div className=""text-muted-foreground mb-1 text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\analytics\kpi-grid.tsx","58","text-\[[^\]]+\]","          <span className=""flex items-center gap-1 rounded border border-emerald-500/20 bg-emerald-500/10 px-2 py-1 text-[10px] font-bold tracking-wider text-emerald-400 uppercase backdrop-blur-sm"">"
"C:\tac-saas\tac-cargo\components\analytics\kpi-grid.tsx","63","text-\[[^\]]+\]","          <div className=""text-muted-foreground mb-1 text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\analytics\kpi-grid.tsx","66","text-white","          <div className=""font-mono text-3xl font-bold tracking-tight text-white"">"
"C:\tac-saas\tac-cargo\components\analytics\kpi-grid.tsx","90","text-\[[^\]]+\]","          <span className=""flex items-center gap-1 rounded border border-rose-500/20 bg-rose-500/10 px-2 py-1 text-[10px] font-bold tracking-wider text-rose-500 uppercase backdrop-blur-sm"">"
"C:\tac-saas\tac-cargo\components\analytics\kpi-grid.tsx","95","text-\[[^\]]+\]","          <div className=""text-muted-foreground mb-1 text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\analytics\performance-chart.tsx","67","text-white","          <CardTitle className=""font-display text-lg tracking-tight text-white"">"
"C:\tac-saas\tac-cargo\components\analytics\performance-chart.tsx","84","text-\[[^\]]+\]","                <span className=""text-muted-foreground text-[10px] font-bold tracking-widest uppercase transition-colors group-hover:text-foreground"">"
"C:\tac-saas\tac-cargo\components\analytics\regional-performance.tsx","13","text-white","      <h3 className=""mb-6 flex items-center gap-2 text-sm font-bold tracking-wider text-white uppercase"">"
"C:\tac-saas\tac-cargo\components\analytics\regional-performance.tsx","22","text-white","              <span className=""flex items-center gap-2 font-medium text-white/80"">"
"C:\tac-saas\tac-cargo\components\analytics\regional-performance.tsx","29","bg-black","            <div className=""h-1.5 w-full overflow-hidden rounded-full border border-white/5 bg-black/20"">"
"C:\tac-saas\tac-cargo\components\analytics\top-drivers.tsx","41","text-white","        <h3 className=""flex items-center gap-2 text-sm font-bold tracking-wider text-white uppercase"">"
"C:\tac-saas\tac-cargo\components\analytics\top-drivers.tsx","56","bg-white","              ""group flex cursor-pointer items-center gap-3 rounded-xl border border-transparent p-2 transition-all hover:border-white/5 hover:bg-white/5"","
"C:\tac-saas\tac-cargo\components\analytics\top-drivers.tsx","68","text-\[[^\]]+\]","                  ""border-card absolute -right-1 -bottom-1 flex h-4 w-4 items-center justify-center rounded-full border text-[9px] font-bold shadow-lg"","
"C:\tac-saas\tac-cargo\components\analytics\top-drivers.tsx","70","text-black","                    ? ""bg-warning text-black shadow-[0_0_8px_rgba(var(--warning),0.6)]"""
"C:\tac-saas\tac-cargo\components\analytics\top-drivers.tsx","78","text-white","              <div className=""group-hover:text-primary text-xs font-bold tracking-wide text-white uppercase transition-colors"">"
"C:\tac-saas\tac-cargo\components\analytics\top-drivers.tsx","81","text-\[[^\]]+\]","              <div className=""text-muted-foreground text-[10px] transition-colors group-hover:text-white/80"">"
"C:\tac-saas\tac-cargo\components\analytics\vehicle-allocation.tsx","64","text-\[[^\]]+\]","            <div className=""text-muted-foreground text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\charts\shipment-trends-chart.tsx","130","text-\[[^\]]+\]","          <p className=""text-muted-foreground/60 text-[10px] font-medium tracking-wide uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\charts\shipment-trends-chart.tsx","136","text-\[[^\]]+\]","            className=""bg-muted/50 border-border/40 h-8 w-[130px] text-[10px] font-bold tracking-wide uppercase"""
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\active-shipment-card.tsx","81","text-\[[^\]]+\]","            <p className=""text-muted-foreground/50 mb-1 text-[9px] font-bold tracking-[0.25em] uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\active-shipment-card.tsx","90","text-\[[^\]]+\]","              ""flex items-center gap-1.5 rounded-full border px-3 py-1.5 text-[10px] font-bold tracking-wide uppercase"","
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\active-shipment-card.tsx","109","text-\[[^\]]+\]","          <p className=""text-muted-foreground/60 mb-1 text-[9px] font-bold tracking-[0.2em] uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\active-shipment-card.tsx","124","text-\[[^\]]+\]","              <p className=""text-muted-foreground/50 text-[9px] font-medium tracking-wide uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\active-shipment-card.tsx","135","text-\[[^\]]+\]","              <p className=""text-muted-foreground/50 text-[9px] font-medium tracking-wide uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\active-shipment-card.tsx","148","text-\[[^\]]+\]","              <p className=""text-muted-foreground/50 text-[9px] font-medium tracking-wide uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\active-shipment-card.tsx","163","text-\[[^\]]+\]","              <p className=""text-muted-foreground/50 text-[9px] font-medium uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\active-shipment-card.tsx","172","text-\[[^\]]+\]","              <p className=""text-muted-foreground/50 text-[9px] font-medium uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\command-center-header.tsx","18","text-\[[^\]]+\]","            <span className=""text-[10px] font-medium tracking-wide text-emerald-600 uppercase dark:text-emerald-400"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\route-conditions.tsx","114","text-\[[^\]]+\]","              <p className=""text-muted-foreground/50 text-[9px] font-medium tracking-wide uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\route-conditions.tsx","135","text-\[[^\]]+\]","                  <p className=""text-foreground text-[11px] font-bold"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\route-conditions.tsx","139","text-\[[^\]]+\]","                    <p className=""text-muted-foreground/60 truncate text-[10px]"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\route-conditions.tsx","146","text-\[[^\]]+\]","                    ""flex items-center gap-1 rounded-full border px-2 py-1 text-[9px] font-bold tracking-wide uppercase"","
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\route-info-card.tsx","54","text-\[[^\]]+\]","            <p className=""text-muted-foreground/50 mt-0.5 text-[9px] font-medium tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\route-info-card.tsx","59","text-\[[^\]]+\]","            <span className=""text-success flex items-center gap-1.5 text-[9px] font-bold tracking-wide uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\route-info-card.tsx","98","text-\[[^\]]+\]","            <span className=""text-[10px] font-medium tracking-wide uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\route-info-card.tsx","126","text-\[[^\]]+\]","        <p className=""text-muted-foreground/60 text-[9px] font-medium tracking-wide uppercase"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\route-timeline-horizontal.tsx","21","text-\[[^\]]+\]","            <span className=""text-muted-foreground font-mono text-[10px]"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\route-timeline-horizontal.tsx","32","text-\[[^\]]+\]","            <span className=""text-muted-foreground/80 font-mono text-[10px]"">"
"C:\tac-saas\tac-cargo\components\dashboard\route-tracker\route-timeline-horizontal.tsx","49","text-\[[^\]]+\]","              <span className=""ml-1 text-[10px] text-primary"">Live</span>"
